"conf" "prop"
"1" 1.86623964264381 1.37031720553063
"2" 0.795366000321595 0.733940330476654
"3" 0.168963260340777 0.504457458266643
"4" 1.52962146903106 0.736300271279191
"5" 5.30216101722814 4.665181070773
"6" 0.23008784473448 0.11025764909723
"7" 1.42740378193687 0.886896090317011
"8" 6.94932549176441 2.83479739180685
"9" 6.60926841461285 6.72253576838115
"10" 3.12809237206968 5.54578453724517
"11" 0.170148351049914 0.146573015663817
"12" 0.848615839123921 0.874012816165286
"13" 0.262427302554666 0.306259269252322
"14" 0.912166026855866 0.936423252936704
"15" 3.26574093532128 0.948720918237918
"16" 1.7098897622937 2.03401943167078
"17" 0.101278883127409 0.20809833924316
"18" 0.235967811968184 0.358738872684132
"19" 2.75784892721673 2.64405626227437
"20" 7.25385684541028 6.46520784278198
"21" 0.22098614275828 0.232060220453814
"22" 0.620551684016737 0.909774632166438
"23" 1.9270949826516 1.5947411691408
"24" 1.71324295869673 2.53911397977813
"25" 0.114685903442147 0.150008401926602
"26" 0.323139324472287 1.85262856979553
"27" 0.162294264865945 0.200324247015862
"28" 0.164336726197025 0.691514112145524
"29" 0.159608845281953 0.13611204516395
"30" 1.36509031714674 1.14776541868633
"31" 0.15700791380547 0.22273278421858
"32" 0.60657332370115 0.419505408187215
"33" 2.64037273424458 2.08991637300473
"34" 0.850440953036133 1.61121216819166
"35" 3.80194274334876 2.14958308129578
"36" 1.49400103961276 0.962870124357
"37" 4.68791555760199 5.88148038021059
"38" 3.33964086377153 1.93126065815517
"39" 0.420403115445852 0.516908805042692
"40" 1.15657063028904 1.48317122794087
"41" 0.245933790980875 0.307103711362064
"42" 1.66788703787835 1.81831784692896
"43" 3.24197974364344 3.60512355722391
"44" 0.321668000505988 0.431176099291223
"45" 3.39980531916983 4.01858818158092
"46" 5.7433084733438 2.66452570944024
"47" 0.756428909744247 0.447505987759398
"48" 0.37709487413892 0.737359672545733
"49" 3.64121956147456 2.05984994194649
"50" 4.1999646370593 4.7792907252172
"51" 0.866995095085416 0.874339167211472
"52" 1.00950765125883 0.751731999040137
"53" 1.64926145402873 1.49791703742251
"54" 2.71160872136447 2.43570469119414
"55" 0.624061036663813 0.983869295525537
"56" 2.75011321495002 2.24285957076183
"57" 0.358914087204345 0.359834075108531
"58" 0.648423384679442 1.3171534451631
"59" 0.431936267896948 0.549601238401984
"60" 0.671130283222419 0.869503451551793
"61" 0.87239454700238 0.953438915926497
"62" 4.48052647225922 5.9587608392623
"63" 2.00719412686862 0.953913376320337
"64" 0.881872114276285 0.632121125289145
"65" 3.30715689096904 2.32931349679289
"66" 2.56690646812585 2.77042561109067
"67" 0.932126246965117 0.634088153629776
"68" 1.43834707276309 1.88394045408781
"69" 1.68339327981343 1.90533640366205
"70" 1.52299382279067 1.49759984404332
"71" 1.30000219228404 1.11135489980778
"72" 3.06093825108403 4.90884305445943
"73" 13.7304478696744 22.3895427191247
"74" 0.0852311782465414 0.233093692403326
"75" 0.970900588854676 1.0131708447493
"76" 0.171718085808422 0.190288820214269
"77" 27.8259648360328 23.4870547201722
"78" 0.815650418270713 1.03814168133437
"79" 0.153013151857063 0.217083720597785
"80" 0.0684279112989178 0.15764308905748
"81" 1.34484280437479 1.18247031165642
"82" 0.180089236544325 0.271485649646762
"83" 0.150235679423548 0.154035521085223
"84" 6.9883659781169 2.731014985385
"85" 3.80177996597416 2.43499210234599
"86" 1.64369860428341 1.53244000281361
"87" 0.848318537644546 0.797220608978723
"88" 2.7950516310059 1.37421243852514
"89" 2.96766612008115 1.69223156825665
"90" 0.473635505306386 0.635377786935701
"91" 2.77905150557678 2.58380466725942
"92" 1.31524941077614 1.35989763567159
"93" 0.770942908872761 0.867767184305093
"94" 0.938709074522121 1.45424050498274
"95" 2.93907703506214 1.11533028656252
"96" 0.420518636665929 0.54795787276248
"97" 1.75770559890985 1.63372767848215
"98" 0.472152420533637 0.373381659582203
"99" 0.123223956573739 0.374124846815824
"100" 1.7237311430467 1.11185089491088
"101" 9.40673076494706 8.02424613915107
"102" 4.85726254516028 3.92714346540189
"103" 0.390660014913784 0.301449879642518
"104" 2.89365960359572 2.80585417595553
"105" 0.230352216668476 0.570449165756619
"106" 0.708326583551531 0.662026628427196
"107" 31.4090391113753 32.1087460252579
"108" 0.490289809841331 0.572628165178903
"109" 0.161553432372444 0.260772743045787
"110" 0.457796291206623 0.399643410876078
"111" 0.315936794185735 1.11980192977769
"112" 0.311601804524462 0.387652331219731
"113" 1.52418817492957 2.42717000252532
"114" 3.65229671846343 3.07128651965809
"115" 0.945419482296915 0.716214139815757
"116" 0.194726341804183 0.420714345661256
"117" 2.55596553056691 0.949138723537328
"118" 0.629617718278641 0.681489654670014
"119" 4.42716213924863 1.12030113415639
"120" 0.73695170931902 0.669027500142915
"121" 1.42059377672562 0.760527373997213
"122" 0.471164302901338 0.579381855601752
"123" 1.15740021119748 0.81616478449291
"124" 3.16130418151049 2.0140262267218
"125" 0.720059891622937 0.612505163200196
"126" 0.15333964016057 0.137638719589043
"127" 0.530717995298618 0.285737699514741
"128" 2.31721828658054 2.28672506293148
"129" 0.823582203541277 0.987715475788356
"130" 4.58498699005705 3.4039126518881
"131" 0.197916243994199 0.34786566893265
"132" 8.32586147730286 3.39273886574968
"133" 0.120460424575858 0.259244395128053
"134" 0.937326453013051 1.06601304685591
"135" 0.757974906026262 0.860075630941955
"136" 0.380724237897102 0.176564089240158
"137" 0.317924079444093 0.863883656037971
"138" 4.71280607969164 4.15210693556052
"139" 0.256100575002753 0.490938464178087
"140" 0.879396284935568 0.734838316011393
"141" 2.39478858496591 2.21886017375835
"142" 0.435939989872025 0.376915195887694
"143" 8.26088037338013 2.96954400277316
"144" 1.89219582328668 1.35105729114874
"145" 0.97225612861912 0.62240859529332
"146" 1.62066290526404 2.5531425511868
"147" 0.0464964685960138 0.0301180754269754
"148" 4.1865315804719 2.3839629266981
"149" 0.0996281048812195 0.293133125655802
"150" 0.59318248479169 0.577395438316116
"151" 0.62777725062901 0.470804475142058
"152" 0.527342209704541 0.586709114074088
"153" 0.770625009006169 0.6574172565075
